Name,Category,Type,RGBController,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"MSI Mystic Light MS_7D07","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D07","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D08","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D08","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D09","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D09","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D13","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D13","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D15","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D15","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D17","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D17","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D18","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D18","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D19","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D19","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D20","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D20","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D25","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D25","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D27","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D27","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D28","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D28","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D29","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D29","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D30","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D30","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D31","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D31","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D32","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D32","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D36","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D36","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D38","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D38","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D41","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D41","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D42","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D42","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D43","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D43","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D46","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D46","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D50","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D50","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D51","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D51","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D52","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D52","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D53","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D53","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D54","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D54","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D59","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D59","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D67","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D67","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D69","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D69","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D70","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D70","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D73","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D73","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D75","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D75","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D76","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D76","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D77","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D77","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D78","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D78","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D86","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D86","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D89","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D89","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7D91","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7D91","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7E01","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7E01","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7E06","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7E06","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_7E07","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","7E07","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_B926","Motherboard","USB","MSI Mystic Light (185 Byte)","1462","B926","","","🤖","✔️","✔️",""
"MSI Mystic Light MS_1562","Keyboard","USB","MSI GL66 Mystic Light Keyboard (64 Byte)","1462","1562","","","🤖","","✔️",""
"MSI Mystic Light MS_1563","Keyboard","USB","MSI GL66 Mystic Light Keyboard (64 Byte)","1462","1563","","","🤖","","✔️",""
"MSI Mystic Light MS_1564","Keyboard","USB","MSI GL66 Mystic Light Keyboard (64 Byte)","1462","1564","","","🤖","","✔️",""
"MSI Optix controller","LEDStrip","USB","MSI Optix","1462","3FA4","","","❌","✔️","❌",""
"MSI Vigor GK30 controller","Keyboard","USB","MSI Vigor GK30","0DB0","0B30","","","🤖","❌","✔️","This device does only support 7 different colors"
"Mountain Everest","Keyboard","USB","Mountain Keyboard","3282","0001","","","✔️","🚨","✔️",""
"N5312A USB Optical Mouse","Mouse","USB","N5312A mouse","4E53","5406","","","❌","✔️","✔️","This controller should work with all mouse with this chip.
Identified devices that work with this controller: ANT Esports KM540 Mouse,
Marvo M115"
"NZXT Smart Device V1","LEDStrip","USB","NZXT Hue 1","1E71","1714","","","❌","✔️","✔️",""
"NZXT Hue 2","LEDStrip","USB","NZXT Hue2","1E71","2001","","","🤖","✔️","✔️",""
"NZXT Hue 2 Ambient","LEDStrip","USB","NZXT Hue2","1E71","2002","","","🤖","✔️","✔️",""
"NZXT Hue 2 Motherboard","LEDStrip","USB","NZXT Hue2","1E71","2005","","","🤖","✔️","✔️",""
"NZXT Hue 2 Motherboard","LEDStrip","USB","NZXT Hue2","1E71","200B","","","🤖","✔️","✔️",""
"NZXT Hue 2 Ambient","LEDStrip","USB","NZXT Hue2","1E71","2002","","","🤖","✔️","✔️",""
"NZXT Hue 2 Motherboard","LEDStrip","USB","NZXT Hue2","1E71","2005","","","🤖","✔️","✔️",""
"NZXT Hue 2 Motherboard","LEDStrip","USB","NZXT Hue2","1E71","200B","","","🤖","✔️","✔️",""
"NZXT Smart Device V2","LEDStrip","USB","NZXT Hue2","1E71","2006","","","🤖","✔️","✔️",""
"NZXT Smart Device V2","LEDStrip","USB","NZXT Hue2","1E71","200D","","","🤖","✔️","✔️",""
"NZXT Smart Device V2","LEDStrip","USB","NZXT Hue2","1E71","200F","","","🤖","✔️","✔️",""
"NZXT Kraken X3 Series","LEDStrip","USB","NZXT Hue2","1E71","2007","","","🤖","✔️","✔️",""
"NZXT Kraken X3 Series RGB","LEDStrip","USB","NZXT Hue2","1E71","2014","","","🤖","✔️","✔️",""
"NZXT RGB & Fan Controller","LEDStrip","USB","NZXT Hue2","1E71","2009","","","🤖","✔️","✔️",""
"NZXT RGB & Fan Controller","LEDStrip","USB","NZXT Hue2","1E71","2010","","","🤖","✔️","✔️",""
"NZXT RGB & Fan Controller","LEDStrip","USB","NZXT Hue2","1E71","200E","","","🤖","✔️","✔️",""
"NZXT RGB & Fan Controller","LEDStrip","USB","NZXT Hue2","1E71","2011","","","🤖","✔️","✔️",""
"NZXT Kraken X2","Cooler","USB","NZXT Kraken","1E71","170E","","","❌","✔️","✔️",""
"NZXT Kraken M2","Cooler","USB","NZXT Kraken","1E71","1715","","","❌","✔️","✔️",""
"Nollie 32CH","LEDStrip","USB","Nollie Controller","3061","4714","","","❌","✔️","❌",""
"Nvidia ESA - Dell XPS 730x","Case","USB","NVidia ESA","0955","000A","","","❌","❌","✔️",""
"","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Openrazer","","","","","❌","✔️","✔️","The Openrazer controller has been deprecated in favour of
the in built Razer controller."
"","Keyboard
Mouse
Mousemat
HeadsetStand","USB","Openrazer Windows","","","","","❌","✔️","✔️","The Openrazer controller has been deprecated in favour of
the in built Razer controller."
"PNY XLR8 Revel EPIC-X RTX 3060","GPU","I2C","PNY GPU","10DE","2503","196E","138E","❌","✔️","✔️",""
"PNY XLR8 Revel EPIC-X RTX 3070","GPU","I2C","PNY GPU","10DE","2484","196E","136E","❌","✔️","✔️",""
"PNY XLR8 Revel EPIC-X RTX 3070 LHR","GPU","I2C","PNY GPU","10DE","2488","196E","138A","❌","✔️","✔️",""
"PNY XLR8 Revel EPIC-X RTX 3080","GPU","I2C","PNY GPU","10DE","2206","196E","136B","❌","✔️","✔️",""
"PNY XLR8 Revel EPIC-X RTX 3090","GPU","I2C","PNY GPU","10DE","2204","196E","136A","❌","✔️","✔️",""
"PNY XLR8 OC EDITION RTX 2060","GPU","I2C","PNY GPU","10DE","1E89","196E","1363","❌","✔️","✔️",""
"Palit 3060","GPU","I2C","PNY GPU","10DE","2503","1569","2503","❌","✔️","✔️",""
"Palit 3060 LHR","GPU","I2C","PNY GPU","10DE","2504","1569","2504","❌","✔️","✔️",""
"Palit 3060Ti","GPU","I2C","PNY GPU","10DE","2486","1569","2486","❌","✔️","✔️",""
"Palit 3060TI LHR","GPU","I2C","PNY GPU","10DE","2489","1569","2489","❌","✔️","✔️",""
"Palit 3070","GPU","I2C","PNY GPU","10DE","2484","1569","2484","❌","✔️","✔️",""
"Palit 3070 LHR","GPU","I2C","PNY GPU","10DE","2488","1569","2488","❌","✔️","✔️",""
"Palit 3070Ti GamingPro","GPU","I2C","PNY GPU","10DE","2482","1569","2482","❌","✔️","✔️",""
"Palit 3070Ti","GPU","I2C","PNY GPU","10DE","2482","1569","F278","❌","✔️","✔️",""
"Palit 3080","GPU","I2C","PNY GPU","10DE","2206","1569","2206","❌","✔️","✔️",""
"Palit 3080 Gamerock","GPU","I2C","PNY GPU","10DE","2206","1569","F278","❌","✔️","✔️",""
"Palit 3080 Gamerock LHR","GPU","I2C","PNY GPU","10DE","2216","1569","F278","❌","✔️","✔️",""
"Palit 3080 LHR","GPU","I2C","PNY GPU","10DE","2216","1569","2216","❌","✔️","✔️",""
"Palit 3080 GamingPro 12G","GPU","I2C","PNY GPU","10DE","220A","1569","220A","❌","✔️","✔️",""
"Palit 3080Ti","GPU","I2C","PNY GPU","10DE","2208","1569","2208","❌","✔️","✔️",""
"Palit 3080Ti Gamerock","GPU","I2C","PNY GPU","10DE","2208","1569","F278","❌","✔️","✔️",""
"Palit 3090","GPU","I2C","PNY GPU","10DE","2204","1569","2204","❌","✔️","✔️",""
"Palit 3090 Gamerock","GPU","I2C","PNY GPU","10DE","2204","1569","F278","❌","✔️","✔️",""
"Palit GeForce RTX 3060 Ti Dual","GPU","I2C","PNY GPU","10DE","2486","10DE","2486","❌","✔️","✔️",""
"Palit 4070Ti Gamerock","GPU","I2C","PNY GPU","10DE","2782","1569","F294","❌","✔️","✔️",""
"Palit 4090 Gamerock","GPU","I2C","PNY GPU","10DE","2684","1569","F296","❌","✔️","✔️",""
"NVIDIA RTX2080S","GPU","I2C","PNY GPU","10DE","1E81","10DE","1E81","❌","✔️","✔️",""
"NVIDIA RTX2060S","GPU","I2C","PNY GPU","10DE","1F08","10DE","1F08","❌","✔️","✔️",""
"Palit 1080","GPU","I2C","Palit GPU","10DE","1B80","10DE","1B80","❌","✔️","❌",""
"","RAM","I2C","Patriot Viper","","","","","❌","✔️","✔️",""
"","RAM","I2C","Patriot Viper Steel","","","","","❌","✔️","✔️",""
"","Keyboard","USB","Quantum Mechanical Keyboard (QMK)","","","","","❌","✔️","✔️","Please see [the github page](https://github.com/qmk/qmk_firmware#supported-keyboards) for the up to date list of
keyboards supported by the QMK controller."
"Razer Blackwidow 2019","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0241","","","🤖","✔️","✔️",""
"Razer Blackwidow Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0203","","","🤖","✔️","✔️",""
"Razer Blackwidow Chroma Tournament Edition","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0209","","","🤖","✔️","✔️",""
"Razer Blackwidow Chroma V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0221","","","🤖","✔️","✔️",""
"Razer Blackwidow Elite","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0228","","","🤖","✔️","✔️",""
"Razer Blackwidow Overwatch","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0211","","","🤖","✔️","✔️",""
"Razer Blackwidow V3","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","024E","","","🤖","✔️","✔️",""
"Razer Blackwidow V3 Pro (Wired)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","025A","","","🤖","✔️","✔️",""
"Razer Blackwidow V3 Pro (Wireless)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","025C","","","🤖","✔️","✔️",""
"Razer Blackwidow V3 TKL","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0A24","","","🤖","✔️","✔️",""
"Razer Blackwidow V3 Mini (Wired)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0258","","","🤖","✔️","✔️",""
"Razer Blackwidow V3 Mini (Wireless)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0271","","","🤖","✔️","✔️",""
"Razer Blackwidow X Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0216","","","🤖","✔️","✔️",""
"Razer Blackwidow X Chroma Tournament Edition","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","021A","","","🤖","✔️","✔️",""
"Razer Cynosa Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","022A","","","🤖","✔️","✔️",""
"Razer Cynosa Chroma V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","025E","","","🤖","✔️","✔️",""
"Razer Cynosa Lite","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","023F","","","🤖","✔️","✔️",""
"Razer Deathstalker Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0204","","","🤖","✔️","✔️",""
"Razer Deathstalker V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0295","","","🤖","✔️","✔️",""
"Razer Deathstalker V2 Pro (Wired)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0292","","","🤖","✔️","✔️",""
"Razer Deathstalker V2 Pro (Wireless)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0290","","","🤖","✔️","✔️",""
"Razer Huntsman","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0227","","","🤖","✔️","✔️",""
"Razer Huntsman Elite","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0226","","","🤖","✔️","✔️",""
"Razer Huntsman Mini","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0257","","","🤖","✔️","✔️",""
"Razer Huntsman Tournament Edition","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0243","","","🤖","✔️","✔️",""
"Razer Huntsman V2 Analog","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0266","","","🤖","✔️","✔️",""
"Razer Huntsman V2 TKL","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","026B","","","🤖","✔️","✔️",""
"Razer Huntsman V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","026C","","","🤖","✔️","✔️",""
"Razer Ornata Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","021E","","","🤖","✔️","✔️",""
"Razer Ornata Chroma V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","025D","","","🤖","✔️","✔️",""
"Razer Ornata V3","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","028F","","","🤖","✔️","✔️",""
"Razer Ornata V3 Rev2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","02A1","","","🤖","✔️","✔️",""
"Razer Ornata V3 X","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0294","","","🤖","✔️","✔️",""
"Razer Blade (2016)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","020F","","","🤖","✔️","✔️",""
"Razer Blade (Late 2016)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0224","","","🤖","✔️","✔️",""
"Razer Blade 14 (2021)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0270","","","🤖","✔️","✔️",""
"Razer Blade 14 (2022)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","028C","","","🤖","✔️","✔️",""
"Razer Blade 15 (2022)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","028A","","","🤖","✔️","✔️",""
"Razer Blade 15 (2018 Advanced)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0233","","","🤖","✔️","✔️",""
"Razer Blade 15 (2018 Base)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","023B","","","🤖","✔️","✔️",""
"Razer Blade 15 (2018 Mercury)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0240","","","🤖","✔️","✔️",""
"Razer Blade 15 (2019 Advanced)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","023A","","","🤖","✔️","✔️",""
"Razer Blade 15 (2019 Base)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0246","","","🤖","✔️","✔️",""
"Razer Blade 15 (2019 Mercury)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0245","","","🤖","✔️","✔️",""
"Razer Blade 15 (2019 Studio)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","024D","","","🤖","✔️","✔️",""
"Razer Blade 15 (2020 Advanced)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0253","","","🤖","✔️","✔️",""
"Razer Blade 15 (2020 Base)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0255","","","🤖","✔️","✔️",""
"Razer Blade 15 (Late 2020)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0268","","","🤖","✔️","✔️",""
"Razer Blade 15 (2021 Advanced)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","026D","","","🤖","✔️","✔️",""
"Razer Blade 15 (Late 2021 Advanced)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0276","","","🤖","✔️","✔️",""
"Razer Blade 15 (2021 Base)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","026F","","","🤖","✔️","✔️",""
"Razer Blade 15 (2021 Base)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","027A","","","🤖","✔️","✔️",""
"Razer Blade Pro (2016)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0210","","","🤖","✔️","✔️",""
"Razer Blade Pro (2017)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0225","","","🤖","✔️","✔️",""
"Razer Blade Pro (2017 FullHD)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","022F","","","🤖","✔️","✔️",""
"Razer Blade Pro (2019)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0234","","","🤖","✔️","✔️",""
"Razer Blade Pro (Late 2019)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","024C","","","🤖","✔️","✔️",""
"Razer Blade Pro 17 (2020)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0256","","","🤖","✔️","✔️",""
"Razer Blade Pro 17 (2021)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0279","","","🤖","✔️","✔️",""
"Razer Blade Stealth (2016)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0205","","","🤖","✔️","✔️",""
"Razer Blade Stealth (Late 2016)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0220","","","🤖","✔️","✔️",""
"Razer Blade Stealth (2017)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","022D","","","🤖","✔️","✔️",""
"Razer Blade Stealth (Late 2017)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0232","","","🤖","✔️","✔️",""
"Razer Blade Stealth (2019)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0239","","","🤖","✔️","✔️",""
"Razer Blade Stealth (Late 2019)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","024A","","","🤖","✔️","✔️",""
"Razer Blade Stealth (2020)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0252","","","🤖","✔️","✔️",""
"Razer Blade Stealth (Late 2020)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0259","","","🤖","✔️","✔️",""
"Razer Book 13 (2020)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","026A","","","🤖","✔️","✔️",""
"Razer Abyssus Elite D.Va Edition","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","006A","","","🤖","✔️","✔️",""
"Razer Abyssus Essential","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","006B","","","🤖","✔️","✔️",""
"Razer Basilisk","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0064","","","🤖","✔️","✔️",""
"Razer Basilisk Essential","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0065","","","🤖","✔️","✔️",""
"Razer Basilisk Ultimate (Wired)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0086","","","🤖","✔️","✔️",""
"Razer Basilisk Ultimate (Wireless)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0088","","","🤖","✔️","✔️",""
"Razer Basilisk V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0085","","","🤖","✔️","✔️",""
"Razer Basilisk V3","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0099","","","🤖","✔️","✔️",""
"Razer Basilisk V3 Pro (Wired)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","00AA","","","🤖","✔️","✔️",""
"Razer Basilisk V3 Pro (Wireless)","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","00AB","","","🤖","✔️","✔️",""
"Razer Deathadder Chroma","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0043","","","🤖","✔️","✔️",""
"Razer Deathadder Elite","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","005C","","","🤖","✔️","✔️",""
"Razer Deathadder Essential","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","006E","","","🤖","✔️","✔️",""
"Razer Deathadder Essential V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0098","","","🤖","✔️","✔️",""
"Razer Deathadder Essential White Edition","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0071","","","🤖","✔️","✔️",""
"Razer Deathadder V2","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","0084","","","🤖","✔️","✔️",""
"Razer Deathadder V2 Mini","Keyboard
Microphone
Mouse
Mousemat
HeadsetStand
Case
GPU
Accessory","USB","Razer","1532","008C","","","🤖","✔️","✔️",""
